dist,camp
2284.70,4.83
2284.91,5.25
2284.91,5.88
2284.91,4.08
2284.91,3.15
2284.91,3.59
2284.91,4.8
2285.16,4.92
2285.41,5.83
2285.65,5.31
2285.90,5.55
2286.16,4.39
2286.16,4.75
2286.16,4.47
2286.16,5.96
2286.16,4.41
2286.16,4.09
2286.43,3.39
2286.71,1.86
2286.99,1.58
2287.27,2.62
2287.55,4.4
2287.55,5.07
2287.55,4.51
2287.55,5.11
2287.55,5.52
2287.55,5.99
2287.86,5.21
2288.17,5.08
2288.49,3.39
2288.79,4.15
2289.11,3.23
2289.11,3.41
2289.11,2.92
2289.11,1.13
2289.11,1.74
2289.11,2.91
2289.35,2.72
2289.60,2.35
2289.86,3.24
2290.11,3
2290.37,2.28
2290.37,2.43
2290.37,2.73
2290.37,3.67
2290.37,1.76
2290.37,2.86
2290.64,1.9
2290.92,2.11
2291.20,2.94
2291.48,2.51
2291.76,1.36
2291.76,4.34
2291.76,1.82
2291.76,1.29
2291.76,2.53
2291.76,-0.07
2292.02,1.59
2292.28,2.48
2292.55,3.09
2292.81,1.94
2293.08,2.34
2293.08,2.56
2293.08,0.88
2293.08,0.28
2293.08,1.37
2293.08,1.24
2293.29,1.06
2293.50,0.22
2293.71,1.49
2293.92,1.24
2294.13,1.02
2294.13,1.67
2294.13,0.63
2294.13,1.32
2294.13,2.92
2294.13,1.47
2294.33,1.6
2294.53,-1.18
2294.73,0.92
2294.93,0.6
2295.14,1.53
2295.14,1.99
2295.14,1.83
2295.14,-0.32
2295.14,1.79
2295.14,1.9
2295.33,-0.2
2295.53,-0.62
2295.72,-0.61
2295.92,0.15
2296.13,-0.04
2296.13,1.72
2296.13,0.85
2296.13,1.18
2296.13,0.91
2296.13,0.56
2296.36,-0.31
2296.60,1.65
2296.83,0.36
2297.07,0.37
2297.31,1.12
2297.31,3.03
2297.31,0.34
2297.31,0.51
2297.31,1.26
2297.31,1.67
2297.51,0.34
2297.73,0.28
2297.94,0.46
2298.15,-0.77
2298.37,-0.48
2298.37,0.18
2298.37,0.13
2298.37,-0.17
2298.37,1.6
2298.37,-0.22
2298.56,1.57
2298.75,1.13
2298.81,-0.13
2298.81,4.94
2298.81,2.66
2298.81,3.38
2298.81,3.89
2298.81,6.1
2298.90,-1.07
2298.94,-0.42
2298.98,6.49
2298.99,-0.82
2299.08,0.14
2299.13,-0.7
2299.16,6.77
2299.17,-1.75
2299.25,3.4
2299.25,3.65
2299.25,5.47
2299.25,4.44
2299.25,3.97
2299.25,4.11
2299.32,-1.78
2299.32,-0.93
2299.32,-0.37
2299.32,-0.09
2299.32,-1.27
2299.32,-1.47
2299.34,4.57
2299.51,6.1
2299.53,3.54
2299.62,-1.69
2299.70,4.02
2299.70,7.21
2299.70,5.76
2299.70,4.51
2299.70,4.01
2299.70,2.76
2299.80,2.67
2299.91,-0.74
2299.96,3.43
2300.07,4.05
2300.21,-0.11
2300.22,5.54
2300.34,5.88
2300.49,7.57
2300.50,0.06
2300.61,5.76
2300.61,6.31
2300.61,5.43
2300.61,6.49
2300.61,6.32
2300.61,8.35
2300.75,5.88
2300.80,-1.75
2300.80,-0.73
2300.80,-0.06
2300.80,-0.35
2300.80,-0.24
2300.87,6.78
2300.94,-1.26
2301.02,5.89
2301.02,6.31
2301.02,4.75
2301.02,7.37
2301.02,6.44
2301.02,5.7
2301.08,-0.83
2301.13,8.79
2301.22,-1.32
2301.27,7.68
2301.36,-1.12
2301.38,7.63
2301.42,-2.28
2301.42,6.22
2301.42,-0.32
2301.42,-3.4
2301.42,-2.58
2301.42,-0.87
2301.48,6.4
2301.52,-0.25
2301.52,0.12
2301.52,-0.26
2301.52,-0.56
2301.52,0.25
2301.52,0.46
2301.54,5.44
2301.54,6.58
2301.55,-0.47
2301.57,-0.97
2301.59,-0.39
2301.60,2.63
2301.63,0.84
2301.64,6.29
2301.66,2.14
2301.67,0.63
2301.72,1.06
2301.72,3.07
2301.72,-0.63
2301.72,-1.12
2301.72,0.02
2301.72,1.61
2301.72,-0.28
2301.80,6.94
2301.89,-0.75
2301.89,6.93
2301.89,7.99
2301.89,5.35
2301.89,4.98
2301.89,6.09
2301.89,7.79
2302.04,1.28
2302.05,8.76
2302.07,8.17
2302.19,0.07
2302.19,3.16
2302.19,-0.08
2302.19,1.37
2302.19,1.91
2302.19,3.41
2302.21,9.27
2302.33,2.4
2302.34,6.38
2302.34,10.06
2302.34,9.62
2302.34,7.22
2302.34,8.64
2302.34,10.64
2302.36,10.6
2302.45,3.04
2302.51,11.7
2302.55,9.14
2302.59,2.77
2302.66,10.23
2302.66,12.36
2302.66,8.85
2302.66,8.31
2302.66,7.35
2302.66,11.39
2302.71,2.39
2302.76,14.04
2302.77,9.36
2302.85,1.08
2302.85,4.38
2302.85,1.77
2302.85,1.24
2302.85,6.11
2302.85,7.65
2302.85,16.26
2302.92,4.04
2302.94,17.88
2302.95,3.24
2302.95,5.46
2302.95,2.42
2302.95,4.41
2302.95,5.04
2302.95,5.22
2302.98,5.95
2302.98,2.72
2303.00,10.05
2303.00,7.01
2303.00,8.1
2303.02,6.35
2303.02,6.93
2303.02,8.65
2303.02,5.64
2303.02,6.55
2303.02,6.51
2303.03,9.28
2303.03,8.63
2303.03,10.62
2303.03,19.97
2303.04,2.83
2303.04,9.82
2303.05,9.49
2303.05,10.06
2303.06,9.61
2303.06,7.29
2303.07,7.78
2303.07,10.15
2303.07,5.41
2303.07,8.04
2303.07,6.66
2303.07,9.13
2303.09,7.67
2303.09,8.41
2303.10,3.38
2303.13,8.74
2303.13,17.65
2303.13,10.18
2303.13,13.3
2303.13,15.1
2303.13,16.48
2303.16,5.43
2303.17,3.5
2303.17,8.09
2303.17,6.2
2303.17,8.92
2303.17,7.46
2303.17,7.1
2303.21,7.77
2303.21,7.06
2303.24,6.09
2303.26,8.05
2303.30,7.67
2303.31,5.52
2303.34,6.75
2303.38,6.75
2303.38,9.96
2303.38,8.8
2303.38,10.34
2303.38,8.46
2303.38,8.54
2303.44,8.32
2303.44,9.34
2303.44,8.29
2303.44,10.43
2303.44,11.22
2303.44,9.35
2303.70,10.62
2303.96,9.08
2304.23,8.79
2304.49,9.18
2304.76,10.96
2304.76,11.83
2304.76,10.46
2304.76,11.54
2304.76,10.44
2304.76,8.85
2305.09,11.11
2305.43,12.45
2305.76,11.56
2306.09,10.25
2306.43,10.67
2306.43,11.01
2306.43,9.63
2306.43,9.37
2306.43,9.25
2306.43,9.38
2306.63,12.45
2306.85,11.79
2307.06,10.95
2307.28,9.14
2307.50,7.56
2307.50,9.67
2307.50,9.49
2307.50,10.13
2307.50,11.97
2307.50,11.65
2307.69,6.52
2307.88,5.92
2308.07,6.85
2308.27,7.03
2308.46,8.99
2308.46,9.33
2308.46,8.31
2308.46,9.9
2308.46,9.11
2308.46,8.09
2308.63,10.5
2308.79,11.98
2308.97,10.91
2309.14,10.12
2309.31,6.7
2309.31,9.23
2309.31,9.4
2309.31,7.14
2309.31,8.21
2309.31,6.33
2309.45,6.99
2309.58,7.05
2309.72,6.25
2309.85,5.92
2309.98,5.25
2309.98,6.5
2309.98,7.21
2309.98,9.86
2309.98,7.59
2309.98,7.25
2310.11,5.86
2310.24,5.46
2310.36,5.23
2310.49,7.27
2310.63,4.82
2310.63,9.91
2310.63,6.61
2310.63,7.17
2310.63,6.7
2310.63,6.01
2310.82,5.54
2311.02,7.65
2311.21,5.93
2311.41,5.98
2311.61,6.49
2311.61,6.54
2311.61,3.79
2311.61,4.47
2311.61,3.75
2311.61,5.38
2311.84,7.74
2312.07,8.68
2312.30,7.56
2312.54,8.68
2312.77,6.97
2312.77,8.35
2312.77,7.61
2312.77,10.55
2312.77,7.45
2312.77,8.19
2312.98,6.14
2313.20,5.45
2313.41,5.99
2313.63,7.28
2313.85,3.61
2313.85,6.61
2313.85,6.22
2313.85,5.44
2313.85,6.48
2313.85,4.43
2314.11,3.96
2314.36,6.46
2314.63,6.18
2314.89,4.83
2315.16,6.03
2315.16,7.58
2315.16,6.31
2315.16,7.01
2315.16,5.86
2315.16,6.01
2315.33,7.04
2315.50,7.18
2315.68,8.07
2315.85,6.1
2316.03,5.47
2316.03,6.27
2316.03,5.31
2316.03,7.34
2316.03,9.57
2316.03,8.15
2316.32,4.51
2316.63,4.5
2316.93,4.89
2317.24,4.22
2317.55,4.11
2317.55,7.89
2317.55,7.73
2317.55,6.89
2317.55,8.47
2317.55,8.23
2317.80,6.26
2318.05,5.3
2318.32,5.81
2318.57,8.38
2318.84,6.79
2318.84,6.92
2318.84,7.83
2318.84,7.17
2318.84,5.25
2318.84,6.39
2319.08,7.14
2319.34,8.44
2319.59,7.14
2319.85,6.72
2320.11,6.26
2320.11,7.42
2320.11,4.35
2320.11,4.34
2320.11,3.16
2320.11,4.66
2320.35,9.46
2320.60,7.51
2320.85,5.83
2321.10,6.32
2321.36,4.79
2321.36,5.7
2321.36,6.95
2321.36,6.2
2321.36,5.46
2321.36,5.57
2321.50,9.38
2321.64,8.15
2321.79,7.84
2321.93,8.39
2322.07,8.37
2322.07,9.12
2322.07,8.92
2322.07,8.83
2322.07,9.91
2322.07,10.23
2322.21,6.32
2322.35,5.06
2322.49,5.03
2322.63,6.65
2322.78,5.81
2322.78,7.96
2322.78,10.36
2322.78,7.56
2322.78,6.65
2322.78,6.74
2323.03,7.26
2323.28,6.93
2323.53,6.81
2323.78,6.66
2324.05,6.77
2324.05,7.4
2324.05,9.42
2324.05,6.48
2324.05,6.53
2324.05,6.52
2324.22,5.1
2324.39,4.72
2324.57,5.1
2324.74,9.28
2324.92,6.78
2324.92,9.42
2324.92,8.95
2324.92,6.45
2324.92,3.39
2324.92,6.14
2325.10,11.49
2325.28,9.6
2325.47,8.45
2325.65,5.28
2325.85,3.99
2325.85,10.81
2325.85,5.83
2325.85,6.07
2325.85,7.19
2325.85,8.9
2325.98,10.39
2326.11,10.05
2326.26,9.05
2326.39,7.23
2326.53,7.96
2326.53,8.56
2326.53,8.22
2326.53,7.39
2326.53,9.06
2326.53,9.12
2326.71,6.8
2326.88,5.86
2327.06,7.32
2327.24,6.21
2327.43,5.41
2327.43,7.52
2327.43,9.18
2327.43,7.9
2327.43,8.2
2327.43,7.67
2327.55,5.69
2327.68,6.72
2327.80,4.39
2327.94,7.23
2328.07,1.36
2328.07,3.54
2328.07,3.03
2328.07,2.41
2328.07,0.33
2328.07,1.6
2328.28,3.85
2328.51,7.54
2328.72,5
2328.95,4.9
2329.17,5.52
2329.17,7.19
2329.17,3.01
2329.17,3.26
2329.17,3.27
2329.17,3.44
2329.50,4.89
2329.84,5.26
2330.17,3.22
2330.51,3.38
2330.84,4.38
2330.84,5.51
2330.84,4.87
2330.84,6.86
2330.84,6.4
2330.84,4.95
2331.11,2.6
2331.39,3.63
2331.67,3.43
2331.94,3.41
2332.23,3.45
2332.23,6.05
2332.23,4.27
2332.23,4.74
2332.23,4.07
2332.23,4.47
2332.48,3.77
2332.73,8.81
2332.99,6.17
2333.24,4.81
2333.50,6.53
2333.50,8.09
2333.50,5.84
2333.50,8.14
2333.50,7.42
2333.50,7.07
2333.72,7.3
2333.95,9.28
2334.17,9.11
2334.40,9.21
2334.62,7.01
2334.62,9
2334.62,7.66
2334.62,10.05
2334.62,8.79
2334.62,7.29
2334.82,7.03
2335.03,7.61
2335.24,9.25
2335.44,9.08
2335.65,9.81
2335.65,12.12
2335.65,12.69
2335.65,12
2335.65,11.3
2335.65,10.71
2335.93,7.36
2336.21,9.74
2336.50,10.12
2336.78,9.64
2337.07,7.68
2337.07,9.14
2337.07,7.63
2337.07,7.4
2337.07,8.92
2337.07,8.09
2337.30,11
2337.53,10.1
2337.76,9.35
2338.00,9.09
2338.23,8.12
2338.23,9.59
2338.23,7.68
2338.23,7.61
2338.23,8.28
2338.23,9.2
2338.50,7.81
2338.77,7.68
2339.05,7.47
2339.32,7.33
2339.59,8.25
2339.59,8.82
2339.59,8.15
2339.59,10.5
2339.59,8.89
2339.59,8.55
2339.79,6.88
2340.01,8.57
2340.21,8.51
2340.43,8.43
2340.64,5.11
2340.64,8.89
2340.64,6.29
2340.64,6.19
2340.64,6.78
2340.64,6.93
2340.86,6.22
2341.08,7.05
2341.30,7.91
2341.52,10.26
2341.75,5.7
2341.75,8.92
2341.75,7.43
2341.75,7.55
2341.75,7.32
2341.75,6.81
2341.93,5.62
2342.12,7.62
2342.31,5.08
2342.50,5.1
2342.70,5.11
2342.70,7.68
2342.70,4.99
2342.70,6.18
2342.70,6.6
2342.70,6.88
2342.91,6.39
2343.14,5.06
2343.36,3.95
2343.58,1.27
2343.80,2.87
2343.80,4.53
2343.80,4.22
2343.80,5.21
2343.80,7.59
2343.80,5.01
2344.05,5.2
2344.30,3.82
2344.56,3.68
2344.81,2.83
2345.07,4.72
2345.07,6.17
2345.07,8.32
2345.07,5.79
2345.07,6.14
2345.07,6.3
2345.14,5.78
2345.22,6.29
2345.31,6.01
2345.39,6.44
2345.48,7.18
2345.48,7.63
2345.48,7.69
2345.48,7.36
2345.48,6.76
2345.48,7.49
2345.55,7.7
2345.63,6.98
2345.70,6.45
2345.78,6.58
2345.82,6.66
2345.82,6.84
2345.82,8.2
2345.82,7.37
2345.82,6.68
2345.82,6.92
2345.83,6.61
2345.84,6.95
2345.85,7.83
2345.86,7.04
2345.86,7.1
2345.86,6.86
2345.86,8.52
2345.86,6.55
2345.86,7.68
2345.86,6.8
2345.86,6.86
2345.90,6.51
2345.94,6.98
2345.98,5.73
2346.02,6.63
2346.02,6.67
2346.02,9.72
2346.02,8.17
2346.02,8.07
2346.02,6.71
2346.16,7.43
2346.29,8.37
2346.43,12.57
2346.57,10.13
2346.71,7.08
2346.71,9.7
2346.71,8.67
2346.71,7.68
2346.71,8.08
2346.71,7.66
2346.86,8.4
2347.02,7.13
2347.19,8.01
2347.34,6.2
2347.51,5.59
2347.51,6.62
2347.51,5.63
2347.51,6.24
2347.51,7.03
2347.51,8.33
2347.73,7
2347.94,5.25
2348.17,6.87
2348.38,6.93
2348.61,6.79
2348.61,6.9
2348.61,7.31
2348.61,8.2
2348.61,7.6
2348.61,7.07
2348.80,6.63
2348.99,7.68
2349.19,6.5
2349.39,8.66
2349.59,6.54
2349.59,8.3
2349.59,6.01
2349.59,6.45
2349.59,5.35
2349.59,5.47
2349.79,7.65
2349.99,7.48
2350.19,6.34
2350.39,5.58
2350.60,4.13
2350.60,9.32
2350.60,4.33
2350.60,4.43
2350.60,5.56
2350.60,6.21
2350.78,6.24
2350.98,7.84
2351.16,5.13
2351.36,6.06
2351.56,4.66
2351.56,6.12
2351.56,7.49
2351.56,7.02
2351.56,5.98
2351.56,6.27
2351.75,6.06
2351.94,6.42
2352.14,8.84
2352.33,7.25
2352.53,5.07
2352.53,6.87
2352.53,6.87
2352.53,5.87
2352.53,5.76
2352.53,5.57
2352.87,8.21
2353.22,4.58
2353.57,4.13
2353.92,6.08
2354.28,4.75
2354.28,8.76
2354.28,5.16
2354.28,5.63
2354.28,5.82
2354.28,8.38
2354.49,7.3
2354.71,7.33
2354.93,5.02
2355.14,5.81
2355.37,5.53
2355.37,5.62
2355.37,6.04
2355.37,8.05
2355.37,7.07
2355.37,5.63
2355.44,5.06
2355.51,4.8
2355.58,4.59
2355.64,7.16
2355.72,4.29
2355.72,4.81
2355.72,4.07
2355.72,2.92
2355.72,3.98
2355.72,4.79
2355.82,7.22
2355.92,5.59
2356.02,4.35
2356.12,5.09
2356.23,3.51
2356.23,4.36
2356.23,3.08
2356.23,3.29
2356.23,4.91
2356.23,7.66
2356.42,4.23
2356.63,4.82
2356.84,1.93
2357.05,1.79
2357.26,2.84
2357.26,5.3
2357.26,5.85
2357.26,7.31
2357.26,5.86
2357.26,5.39
2357.41,5.48
2357.56,5.55
2357.70,5.05
2357.85,4.53
2358.01,4.89
2358.01,5.69
2358.01,5.54
2358.01,4.96
2358.01,4.93
2358.01,4.52
2358.11,4.16
2358.22,4.92
2358.32,6.14
2358.44,5.64
2358.55,4.21
2358.55,5.31
2358.55,3.36
2358.55,2.66
2358.55,4.8
2358.55,4.42
2358.63,5.15
2358.70,4.29
2358.77,2.95
2358.85,3.9
2358.92,2.71
2358.92,3.55
2358.92,3.34
2358.92,6.22
2358.92,3.81
2358.92,4.33
2358.98,2.42
2359.04,4.23
2359.11,3.12
2359.17,4.26
2359.24,4.05
2359.24,7.04
2359.24,3.63
2359.24,4.21
2359.24,4.57
2359.24,4.13
2359.49,2.04
2359.74,4.33
2359.98,3.72
2360.23,3.81
2360.48,5.28
2360.48,6.07
2360.48,3.19
2360.48,4.02
2360.48,3.54
2360.48,4.44
2360.59,3.48
2360.70,4.71
2360.81,4.83
2360.92,3.58
2361.02,3.76
2361.02,3.83
2361.02,3.18
2361.02,3.01
2361.02,4.54
2361.02,2.9
2361.28,4.7
2361.54,1.17
2361.79,1.99
2362.05,3.23
2362.31,2.44
2362.31,3.22
2362.31,5.62
2362.31,3.76
2362.31,2.9
2362.31,3.63
2362.61,1.46
2362.91,1.86
2363.22,1.8
2363.52,3.31
2363.82,3.57
2363.82,6.69
2363.82,3.16
2363.82,4.67
2363.82,3.5
2363.82,4.04
2364.10,3.13
2364.39,5.22
2364.68,2.2
2364.97,1.98
2365.26,3.06
2365.26,4.94
2365.26,0.79
2365.26,3.46
2365.26,1.52
2365.26,2.03
2365.60,2.58
2365.94,4.04
2366.28,3.33
2366.61,2.11
2366.95,2.6
2366.95,2.7
2366.95,2.28
2366.95,4.22
2366.95,5.68
2366.95,2.83
2367.34,1.96
2367.73,1.5
2368.12,1.43
2368.50,0.59
2368.89,2.1
2368.89,2.62
2368.89,3.11
2368.89,3.01
2368.89,3
2368.89,2.67
2369.39,1.81
2369.89,2.41
2370.39,3.74
2370.89,6.94
2371.40,2.68
2371.40,3.12
2371.40,3.68
2371.40,3.51
2371.40,2.51
2371.40,2.24
2371.88,5.56
2372.35,3.35
2372.82,2.99
2373.29,4.28
2373.76,1.63
2373.76,2.6
2373.76,1.33
2373.76,1.22
2373.76,1.48
2373.76,2.86
2374.16,1.18
2374.56,2.09
2374.96,-1.04
2375.36,1.21
2375.77,0.61
2375.77,0.85
2375.77,0.62
2375.77,1.46
2375.77,-0.02
2375.77,0.78
2375.95,-0.29
2376.13,-0.36
2376.31,1.27
2376.49,1.11
2376.66,-0.45
2376.66,1.56
2376.66,-1.02
2376.66,-0.53
2376.66,0.89
2376.66,-0.45
2376.76,-1.02
2376.87,-0.49
2376.98,0.92
2377.09,-0.24
2377.20,0.5
2377.20,3.19
2377.20,2.56
2377.20,1.36
2377.20,1.97
2377.20,1.9
2377.38,1.33
2377.57,1.39
2377.75,3.01
2377.95,1.31
2378.14,1.8
2378.14,4.25
2378.14,0.77
2378.14,3.05
2378.14,1.61
2378.14,2.3
2378.30,3.98
2378.47,3.28
2378.64,3.52
2378.81,3.59
2378.98,2.71
2378.98,3.39
2378.98,3.38
2378.98,3.41
2378.98,2.94
2378.98,3.05
2379.25,2.58
2379.53,3.8
2379.80,2.31
2380.08,2.92
2380.35,4.07
2380.35,4.43
2380.35,4.4
2380.35,3.91
2380.35,4.31
2380.35,6.72
2380.69,4.9
2381.02,4.51
2381.35,3.01
2381.68,3.46
2382.02,3.1
2382.02,4.61
2382.02,4.17
2382.02,5.73
2382.02,4.77
2382.02,5.05
2382.35,4.6
2382.67,3.6
2383.00,3.82
2383.33,6.1
2383.67,4.33
2383.67,5.23
2383.67,4.8
2383.67,5.73
2383.67,3.52
2383.67,4.62
2383.98,5.07
2384.30,6.55
2384.62,5.23
2384.94,5.93
2385.26,0.57
2385.26,4.86
2385.26,2.87
2385.26,1.19
2385.26,0.53
2385.26,0.59
2385.52,3.42
2385.78,3.62
2386.05,4.08
2386.31,4.27
2386.58,6.77
2386.58,9.36
2386.58,7.08
2386.58,8.98
2386.58,9.73
2386.58,9.99
2386.77,8.85
2386.96,7.92
2387.15,6.8
2387.34,8.49
2387.54,5.81
2387.54,6.22
2387.54,5.31
2387.54,6.31
2387.54,5.45
2387.54,6.02
2387.82,5.47
2388.11,5.11
2388.40,5.1
2388.68,5.72
2388.97,6.13
2388.97,7.96
2388.97,7.07
2388.97,6.42
2388.97,6.56
2388.97,10.45
2389.27,8.62
2389.57,8.51
2389.88,7.66
2390.18,7.27
2390.49,6.03
2390.49,6.67
2390.49,8.74
2390.49,7.01
2390.49,6.92
2390.49,7.99
2390.79,6.99
2391.10,6.36
2391.41,5.32
2391.72,7.17
2392.04,6.02
2392.04,6.95
2392.04,6.76
2392.04,6.62
2392.04,6.69
2392.04,6.58
2392.34,7.58
2392.66,6.89
2392.98,6.5
2393.30,6.43
2393.62,8.17
2393.62,9.53
2393.62,7.32
2393.62,6.14
2393.62,4.5
2393.62,6.32
2393.88,5.11
2394.15,6.3
2394.41,6.05
2394.68,6.68
2394.95,5.43
2394.95,5.83
2394.95,4.87
2394.95,7.69
2394.95,6.18
2394.95,5.86
2395.28,6.12
2395.60,5.82
2395.92,5.63
2396.25,5.21
2396.57,2.42
2396.57,6.82
2396.57,4.07
2396.57,4.98
2396.57,5.47
2396.57,3.23
2396.85,4.08
2397.13,5.49
2397.41,4.14
2397.70,4.2
2397.99,3.54
2397.99,4.15
2397.99,4.2
2397.99,4.56
2397.99,4.82
2397.99,3.47
2398.16,3.25
2398.34,4.05
2398.52,5.03
2398.70,5.67
2398.88,3.43
2398.88,4.66
2398.88,4.6
2398.88,4.54
2398.88,5.15
2398.88,4.39
2399.11,5.44
2399.33,6.13
2399.56,4.12
2399.79,4.19
2400.02,4.8
2400.02,5.55
2400.02,5.99
2400.02,5.13
2400.02,4.32
2400.02,3.98
2400.23,5.93
2400.45,5.72
2400.66,5.67
2400.88,5.81
2401.11,5.78
2401.11,6.72
2401.11,4.1
2401.11,4.94
2401.11,4.78
2401.11,4.26
2401.42,4.01
2401.72,4.91
2402.04,5.47
2402.35,3.62
2402.67,5.52
2402.67,5.94
2402.67,5.48
2402.67,5.12
2402.67,4.09
2402.67,5.29
2402.95,5.43
2403.25,5.32
2403.55,5.65
2403.85,4.69
2404.15,3.44
2404.15,4.19
2404.15,4.58
2404.15,5.21
2404.15,5.55
2404.15,5.06
2404.46,5.36
2404.78,5.15
2405.09,6.17
2405.41,5.15
2405.73,4.29
2405.73,4.81
2405.73,6.01
2405.73,4.48
2405.73,5.45
2405.73,6.4
2406.01,4.47
2406.31,4.14
2406.59,5.68
2406.89,5.94
2407.19,2.08
2407.19,4.54
2407.19,5.51
2407.19,5.13
2407.19,4.3
2407.19,3.69
2407.53,5.21
2407.88,5.35
2408.22,3.1
2408.57,4.4
2408.92,5.34
2408.92,7.65
2408.92,4.12
2408.92,3.8
2408.92,4.55
2408.92,4.5
2409.20,5.09
2409.47,5.29
2409.75,6.22
2410.02,4.43
2410.30,4.31
2410.30,5.2
2410.30,5.39
2410.30,5.23
2410.30,5.99
2410.30,3.88
2410.57,4.52
2410.84,4.67
2411.12,5.33
2411.39,5.46
2411.67,4.04
2411.67,5.2
2411.67,4.26
2411.67,4.99
2411.67,5.88
2411.67,6.38
2411.93,4.89
2412.17,4.7
2412.43,5.71
2412.68,5.6
2412.93,4.5
2412.93,5.38
2412.93,5.51
2412.93,4.97
2412.93,5.55
2412.93,4.23
2413.14,6.05
2413.35,4.64
2413.56,5.12
2413.77,6.36
2413.97,6.51
2413.97,6.56
2413.97,7.39
2413.97,6.35
2413.97,6.86
2413.97,8.15
2414.26,5.15
2414.55,6.32
2414.83,4.46
2415.12,5.36
2415.41,4.26
2415.41,5.43
2415.41,5.08
2415.41,6.74
2415.41,4.13
2415.41,5.34
2415.73,5.42
2416.04,5.42
2416.36,6.28
2416.68,6.62
2417.00,5.02
2417.00,8.31
2417.00,5.67
2417.00,6.31
2417.00,4.85
2417.00,4.53
2417.31,5.33
2417.63,4.89
2417.94,4.75
2418.25,5.17
2418.56,5.39
2418.56,6.76
2418.56,5.78
2418.56,5.12
2418.56,5.54
2418.56,5.49
2418.84,4.76
2419.12,4.48
2419.40,4.96
2419.68,3.36
2419.97,4.26
2419.97,6.1
2419.97,4.07
2419.97,6.63
2419.97,5.27
2419.97,5.12
2420.27,4.77
2420.57,5.9
2420.87,5.85
2421.17,4.97
2421.48,4.35
2421.48,6.98
2421.48,5.69
2421.48,6.1
2421.48,6.07
2421.48,5.02
2421.79,4.12
2422.12,4.74
2422.43,6.69
2422.76,4.8
2423.08,4.02
2423.08,4.74
2423.08,5.51
2423.08,4.98
2423.08,4.71
2423.08,3.69
2423.33,7.1
2423.59,4.58
2423.85,4.84
2424.10,5.27
2424.36,6.03
2424.36,6.89
2424.36,5.07
2424.36,4.67
2424.36,5.05
2424.36,6.34
2424.61,5.11
2424.87,6.47
2425.11,5.87
2425.37,4.78
2425.63,5.29
2425.63,5.43
2425.63,3.78
2425.63,4.61
2425.63,6.76
2425.63,4.96
2425.89,4.95
2426.15,3.67
2426.40,4.67
2426.67,4.25
2426.94,3.53
2426.94,3.95
2426.94,3.41
2426.94,2.63
2426.94,2.93
2426.94,4.4
2427.14,2.77
2427.35,3.75
2427.56,5.74
2427.77,5.29
2427.99,2.87
2427.99,3.64
2427.99,3.92
2427.99,3.69
2427.99,4.18
2427.99,2.6
2428.19,2.74
2428.40,4.6
2428.61,6.35
2428.82,3.91
2429.03,4.38
2429.03,4.95
2429.03,3.8
2429.03,5.46
2429.03,3.19
2429.03,3.91
2429.03,1.9
2429.03,4.16
2429.03,3.08
2429.03,5.24
2435.09,4.35
2435.09,1.14
2435.09,2.95
2435.09,2.22
2435.09,3.58
2435.29,4.25
2435.49,5.28
2435.69,4.59
2435.90,4.5
2436.10,3.66
2436.10,4.84
2436.10,3.72
2436.10,4.11
2436.10,3.85
2436.10,4.56
2436.49,3.02
2436.87,3.18
2437.26,2.77
2437.64,2.16
2438.03,0.68
2438.03,5.17
2438.03,2.55
2438.03,3.19
2438.03,2.78
2438.03,0.73
2438.44,3.23
2438.85,4.47
2439.26,2.91
2439.67,2.33
2440.09,2.2
2440.09,2.87
2440.09,1.43
2440.09,1.49
2440.09,1.39
2440.09,1.02
2440.43,1.73
2440.77,3.3
2441.11,2.98
2441.45,1.41
2441.80,2.29
2441.80,2.42
2441.80,2.33
2441.80,4.56
2441.80,2.75
2441.80,2.75
2442.15,1.12
2442.50,2.53
2442.85,3.33
2443.20,3.69
2443.56,3.85
2443.56,4.41
2443.56,1.91
2443.56,3.3
2443.56,4.15
2443.56,3.38
2443.86,2
2444.18,2.9
2444.49,4.63
2444.80,2.73
2445.12,1.94
2445.12,3.61
2445.12,1.6
2445.12,1.68
2445.12,2.48
2445.12,2.57
2445.41,2.04
2445.70,2.94
2446.00,2.66
2446.29,2.8
2446.59,2.95
2446.59,3.67
2446.59,1.88
2446.59,1.45
2446.59,3.17
2446.59,2.73
2446.85,4.3
2447.13,2.87
2447.41,3.37
2447.68,2.91
2447.96,1.94
2447.96,2.64
2447.96,3.91
2447.96,3.41
2447.96,4.44
2447.96,3.45
2448.18,2.49
2448.41,0.87
2448.63,2.49
2448.85,3.72
2449.09,1.86
2449.09,2.4
2449.09,3.02
2449.09,1.92
2449.09,0.03
2449.09,1.52
2449.31,4
2449.53,3.49
2449.75,3.52
2449.98,4.01
2450.21,2.92
2450.21,4.2
2450.21,3.72
2450.21,3.12
2450.21,2.62
2450.21,2.41
2450.47,2.94
2450.74,4.57
2451.02,4.4
2451.29,4.4
2451.57,3.99
2451.57,5.19
2451.57,3.81
2451.57,3.25
2451.57,3.24
2451.57,5.89
2451.78,3.97
2452.00,3.36
2452.22,4.45
2452.44,5.09
2452.66,4.67
2452.66,6.44
2452.66,5.76
2452.66,5.29
2452.66,4.47
2452.66,4.28
2452.92,4.88
2453.19,5.29
2453.45,4.19
2453.71,3.73
